,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
38,31877,5303712,EN13896,3043930001,808025,3,245,COZINE AVENUE,BROOKLYN,3D,Standing Building,GC,OMO Completed,250.25,12/13/22,0,12/14/22,,,FALSE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 3d, 3rd story, 2n",East New York,245 COZINE AVENUE,882,3043930001,13,M,,245,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
39,32326,5256370,EM24137,1020370011,847376,1,221,WEST 152 STREET,MANHATTAN,,Standing Building,GC,OMO Completed,585,5/9/22,0,5/12/22,,,FALSE,,,"nyc hpd emergency operations division - ''essential service work'' at building entrance door, propely remove the wood panel and replace with n",Central Harlem North-Polo Grounds,221 WEST 152 STREET,533,1020370011,1,M,WEST,221,152,STREET,10039,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,both
40,32595,5289492,EN09178,3043550001,809557,3,773,STANLEY AVENUE,BROOKLYN,2B,Standing Building,GC,Tenant Refused Access,"1,960",10/17/22,0,10/21/22,,,TRUE,,,hpd emergency operations service work'' division replace broken/defective door and jamb with new properly fire rated door and jamb s,East New York,773 STANLEY AVENUE,257,3043550001,10,,,773,STANLEY,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
41,34331,5236638,EM18044,3018030042,325055,3,330,LEXINGTON AVENUE,BROOKLYN,4C,Standing Building,GC,No Access,250.25,2/22/22,0,2/23/22,,,TRUE,,,nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing arrange and make self-closing the,Bedford,330 LEXINGTON AVENUE,55,3018030042,7,M,,330,LEXINGTON,AVENUE,11216,59,ARMSTRONG I,2/12/20,BROOKLYN,371,both,both
42,34679,5288713,EN08890,3033410001,837586,3,400,CENTRAL AVENUE,BROOKLYN,2A,Standing Building,GC,No Access,250.25,10/12/22,0,10/18/22,,,TRUE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 2a, 2nd story,",Bushwick South,400 CENTRAL AVENUE,320,3033410001,33,M,,400,CENTRAL,AVENUE,11221,323,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
43,35505,5304208,EN14171,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,,Standing Building,GC,Condition Different than Stated,250.25,12/15/22,0,12/16/22,,,TRUE,,,"nyc hpd emerency operations division  at public parts, 1st story: arrange and install self-closing hinges on one (1) door at fire doo",East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
44,36075,5316817,EN18854,3043930001,809923,3,190,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,250.25,2/3/23,0,2/7/23,,,FALSE,,,"install hinges to make door self-closing at ( entrance to terrace at public hall, 8th story). total doors= (1) contractor must contact hpd @ 212",East New York-New Lots,190 WORTMAN AVENUE,879,3043930001,10,M,,190,WORTMAN,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
45,38109,5047148,EL10730,,995621,3,441,GATES AVENUE,BROOKLYN,,Standing Building,GC,Refused Access,777,12/16/20,0,2/16/21,,,TRUE,,,'' nyc hpd emerency operations division '' at vestibule area: replace with new the loose/broken sidelite with similar to existing. ensur,,441 GATES AVENUE,58,3018080174,8,M,,441,GATES,AVENUE,11216,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,both
46,38608,5316429,EN18759,2022720038,63472,2,521,EAST 145 STREET,BRONX,,Standing Building,GC,Owner Refused Access,850,2/2/23,0,2/8/23,,,TRUE,,,make all necessary repairs to replace broken/defective hooper door and hinge. install self-closing hinges and include all necessary hardware and resto,Mott Haven-Port Morris,521 EAST 145 STREET,219,2022720038,3,M,EAST,521,145,STREET,10454,215,BETANCES IV,11/16/18,BRONX,282,both,both
47,39494,4980548,EL01207,3033590029,218690,3,440,CENTRAL AVENUE,BROOKLYN,2D,Standing Building,GC,OMO Completed,"1,400",7/27/20,0,8/5/20,,,FALSE,,,apt#2d at bathroom: remove mold from ceiling approx. 70 sq. ft. use 50:50 bleach / water solution and allow to dry. apply stain resistant primer an,Bushwick South,440 CENTRAL AVENUE,325,3033590029,38,M,,440,CENTRAL,AVENUE,11221,333,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
48,41085,5316830,EN18857,1021320047,5840,1,2340,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,503.66,2/3/23,0,2/10/23,,,FALSE,,,"at public parts : install hinges to make door self-closing at east section fire doors, at public hall 4th, story. total doors = 2 { door (n1) and d",Washington Heights (South),2340 AMSTERDAM AVENUE,1220,1021320047,1,,,2340,AMSTERDAM,AVENUE,10033,1265,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
49,42006,5358008,EO04422,4160020001,955148,4,56-16,BEACH CHANNEL DRIVE,QUEENS,1C,Standing Building,GC,No Access,250.25,8/16/23,0,9/8/23,,,TRUE,,,nyc hpd emergency operations division   essential service work  install new hinges to the entrance door to apartment # 1c located on the 1st f,Rockaway Beach-Arverne-Edgemere,56-16 BEACH CHANNEL DRIVE,966,4160020001,19,M,,56-16,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
50,43103,5327416,EN23026,1012210007,805761,1,133,WEST 90 STREET,MANHATTAN,14A,Standing Building,GC,OMO Completed,"2,000",3/23/23,0,5/9/23,,,FALSE,,,"location : bathroom trace, locate and properly repair the sources of the leaks causing damage to ceiling and walls. probable source of water leak",Upper West Side (Central),133 WEST 90 STREET,1480,1012210007,2,M,WEST,133,90,STREET,10024,1520,WISE TOWERS,11/30/20,MANHATTAN,399,both,both
51,43170,5179863,EM03585,3021400026,809307,3,325,ROEBLING STREET,BROOKLYN,,Standing Building,GC,Condition Different than Stated,250.25,8/18/21,0,8/18/21,,,TRUE,,,"scope of work: - install new door check and adjust door to make door self -closing located at buliding entrance door , public-hall at 1st story *do",North Side-South Side,325 ROEBLING STREET,1282,3021400026,1,M,,325,ROEBLING,STREET,11211,1325,WILLIAMS PLAZA,2/12/20,BROOKLYN,577,both,both
52,43675,5318066,EN19214,3043930001,808023,3,215,COZINE AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,640,2/8/23,0,2/10/23,,,FALSE,,,install door closer to make door self-closing at building entrance door. total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046; 6,East New York-New Lots,215 COZINE AVENUE,884,3043930001,14,M,,215,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
53,44231,5299198,EN12513,1020160060,847381,1,2641,ADAM C POWELL BOULEVARD,MANHATTAN,5A,Standing Building,GC,No Access,250,11/25/22,0,12/21/22,,,TRUE,,,"as per the requirement contract with hpd, provide and install window guards and repair window guards throughout entire apartment 5a. remove all wor",Central Harlem North-Polo Grounds,2641 ADAM C POWELL BOULEVARD,584,1020160060,6,M,,2641,ADAM C POWELL,BOULEVARD,10039,620,HARLEM RIVER,2/17/22,MANHATTAN,577,both,both
54,44783,5360694,EO05390,1020370011,847379,1,2620,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,No Access,"1,998",8/25/23,0,9/18/23,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at public hall, 1st story repair/replace the 1st, 2nd, and 3rd treads fr",Harlem (North),2620 ADAM C POWELL BOULEVARD,554,1020370011,3,,,2620,ADAM C POWELL,BOULEVARD,10039,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,both
55,44949,5362248,EO05833,3043690001,809921,3,155,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,520,8/31/23,0,9/22/23,,,FALSE,,,"nyc hpd emergency operations division  essential service work at fire door at north at public hall stairs, 3rd story (near apartment #3a): inst",East New York-New Lots,155 WORTMAN AVENUE,1015,3043690001,2,M,,155,WORTMAN,AVENUE,11207,1049,PENNSYLVANIA AVENUE-WORTMAN AVENUE,12/28/21,BROOKLYN,336,both,both
56,45145,5268990,EN00929,3043710001,809926,3,245,WORTMAN AVENUE,BROOKLYN,13D,Standing Building,DELEAD,OMO Completed,"1,395",7/7/22,0,9/14/22,,,FALSE,,,as detailed in hpd's lead abatement attached scope of work thoroughly remove all lead violations by following new york city administrative code ï¿½ 27-2,East New York,245 WORTMAN AVENUE,897,3043710001,5,M,,245,WORTMAN,AVENUE,11207,917,LINDEN,12/28/21,BROOKLYN,1586,both,both
57,45901,5286755,EN08153,3043970001,398078,3,270,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"6,000",10/3/22,0,10/19/22,,,TRUE,,,"nyc hpd emergency operations division essential service work scope of work defective door and frame: at public hall, 1st story: replace wit",East New York,270 WORTMAN AVENUE,887,3043970001,16,M,,270,WORTMAN,AVENUE,11207,926,LINDEN,12/28/21,BROOKLYN,1586,both,both
58,46741,5386971,EO13197,2049050001,807152,2,1170,229 DRIVE SOUTH,BRONX,,Standing Building,GC,OMO Completed,"1,099",11/14/23,0,11/20/23,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at door staircase a, at public hall, 1st story. install a new door closer an",Eastchester-Edenwald-Baychester,1170 229 DRIVE SOUTH,430,2049050001,20,M,,1170,229 DRIVE,SOUTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
59,47111,5409768,EO21450,1020370001,4186,1,2850,FREDERICK DOUGLASS BOULEVARD,MANHATTAN,,Standing Building,GC,Owner Refused Access,"3,980",1/30/24,0,2/24/24,,,TRUE,,,"make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with sel",Harlem (North),2850 FREDERICK DOUGLASS BOULEVARD,601,1020370001,8,M,,2850,FREDERICK DOUGLASS,BOULEVARD,10039,640,HARLEM RIVER II ,2/17/22,MANHATTAN,116,both,both
60,47143,5364013,EO06343,3043770001,809554,3,726,STANLEY AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,575,9/6/23,0,9/11/23,,,FALSE,,,"service work  defective wire mesh glass pane at south wall at public hall, 2nd story replace with new the missing or broken glass wire mesh p",East New York-New Lots,726 STANLEY AVENUE,263,3043770001,13,,,726,STANLEY,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
61,48237,5318732,EN19419,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,10D,Standing Building,GC,Owner Refused Access,"2,040",2/9/23,0,2/15/23,,,TRUE,,,"hpd nyc emergency operations division -essential service work. apartment #10d, 3rd apt from south at west, 10th story: at apartment entran",East New York,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
62,48419,5286767,EN08165,3043930001,808025,3,245,COZINE AVENUE,BROOKLYN,,Standing Building,GC,No Access,250.25,10/3/22,0,10/18/22,,,TRUE,,,"nyc hpd emergency operations division essential service work at public hall stairs, 1st story: install new door hinges to make the door self clo",East New York,245 COZINE AVENUE,882,3043930001,13,M,,245,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
63,48450,5239597,EM18834,3033320001,290753,3,415,EVERGREEN AVENUE,BROOKLYN,,Standing Building,PLUMB,No Access,"3,000",3/5/22,0,3/11/22,,,TRUE,,,nyc hpd emergency operations division - '' essential service work '' at public hall ''urgent heat / hw work - contractor must file ewn with dob and b,Bushwick South,415 EVERGREEN AVENUE,314,3033320001,27,M,,415,EVERGREEN,AVENUE,11221,321,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
64,48521,5306320,EN14828,2022710001,63399,2,505,EAST 144 STREET,BRONX,1A,Standing Building,GC,No Access,295,12/22/22,0,12/23/22,,,TRUE,,,"hpd emergency operations service work division install hinges to make door self-closing at the entrance located at apt 1a, 1st story, 1",Mott Haven-Port Morris,505 EAST 144 STREET,180,2022710001,4,M,EAST,505,144,STREET,10454,188,"BETANCES II, 9A",11/16/18,BRONX,46,both,both
65,49054,5199351,EM06378,4160020001,637117,4,56-10,BEACH CHANNEL DRIVE,QUEENS,7H,Standing Building,GC,Tenant Refused Access,50,9/24/21,0,12/7/21,,,TRUE,,,"as per the requirement contract with hpd, provide and install window guard throughout entire apartment 7h. remove all work related debris note: c",Hammels-Arverne-Edgemere,56-10 BEACH CHANNEL DRIVE,965,4160020001,18,M,,56-10,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
66,49262,5237017,EM18180,1021110038,43029,1,457,WEST 164 STREET,MANHATTAN,1D,Standing Building,GC,OMO Completed,295,2/23/22,0,3/4/22,,,FALSE,,,"nyc hpd emergency operations division - ''essential service work'' at apt#:1d, at entrance door (1 door). arrange and make the entrance door self-",Washington Heights South,457 WEST 164 STREET,1230,1021110038,3,M,WEST,457,164,STREET,10032,1275,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),11/30/20,MANHATTAN,88,both,both
67,53044,5189708,EM04806,3033250001,304979,3,234,GROVE STREET,BROOKLYN,,Standing Building,GC,No Access,250.25,9/8/21,0,9/21/21,,,TRUE,,,"nyc hpd emergency operations division - '' essential service work '' at public hall: properly replace one door hinge's, located at building entran",Bushwick North,234 GROVE STREET,349,3033250001,2,M,,234,GROVE,STREET,11237,355,BUSHWICK II CDA (GROUP E),7/18/19,BROOKLYN,276,both,both
68,54341,5286216,EN07927,3043970001,398078,3,270,WORTMAN AVENUE,BROOKLYN,6B,Standing Building,GC,No Access,50,9/30/22,0,10/19/22,,,TRUE,,,"at apt #6b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. remove all works",East New York,270 WORTMAN AVENUE,887,3043970001,16,M,,270,WORTMAN,AVENUE,11207,926,LINDEN,12/28/21,BROOKLYN,1586,both,both
69,54372,5336342,EN26854,3021720001,877761,3,123,TAYLOR STREET,BROOKLYN,17F,Standing Building,DELEAD,OMO Completed,64,5/11/23,0,5/11/23,,,FALSE,,,perform total lead analysis of 08 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Williamsburg,123 TAYLOR STREET,863,3021720001,3,,,123,TAYLOR,STREET,11249,897,INDEPENDENCE,2/12/20,BROOKLYN,744,both,both
70,54934,5337391,EN27302,3043930001,808022,3,195,COZINE AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,690,5/17/23,0,5/18/23,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at public hall, 2nd story, exit a, make all necessary adjustment/tensioni",East New York-New Lots,195 COZINE AVENUE,886,3043930001,15,M,,195,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
71,54983,5200170,EM06447,4160020001,637117,4,56-10,BEACH CHANNEL DRIVE,QUEENS,1C,Standing Building,GC,Duplicate OMO,250,9/27/21,0,12/13/21,,,FALSE,,,division nyc - ''essential hpd emergency operations service work'' install hinges to make door self-closing arrange and make self-closing the doo,Hammels-Arverne-Edgemere,56-10 BEACH CHANNEL DRIVE,965,4160020001,18,M,,56-10,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
72,55130,5413390,EO22601,3013790008,376440,3,1448,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,687,2/9/24,0,2/13/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building vestibule door , 1st story install heavy duty hydraulic door cl",Crown Heights (North),1448 STERLING PLACE,1146,3013790008,1,M,,1448,STERLING,PLACE,11213,1185,STERLING PLACE REHABS (STERLING-BUFFALO),11/28/23,BROOKLYN,125,both,both
73,56094,5271773,EN02078,3034100033,218791,3,580,CENTRAL AVENUE,BROOKLYN,1B,Standing Building,GC,No Access,250.25,7/20/22,0,8/16/22,,,TRUE,,,"nyc - ''essential hpd emergency operations service work'' division make the door self closing at the entrance located at apt 1b, 1",Bushwick South,580 CENTRAL AVENUE,288,3034100033,1,M,,580,CENTRAL,AVENUE,11207,296,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
74,56305,5275490,EN03362,3034100033,218791,3,580,CENTRAL AVENUE,BROOKLYN,1C,Standing Building,GC,No Access,250.25,8/5/22,0,8/16/22,,,TRUE,,,nyc hpd emergency operations division essential service work apt # 1c: replace hinges @ at apartment# 1c ( 1 ) door make it self close by me,Bushwick South,580 CENTRAL AVENUE,288,3034100033,1,M,,580,CENTRAL,AVENUE,11207,296,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
75,56638,5149971,EL25994,3033340001,947178,3,220,LINDEN STREET,BROOKLYN,,Standing Building,GC,OMO Completed,"1,899",6/22/21,0,7/8/21,,,FALSE,,,- install new door similar to existing with insert door handle and door check to make door self -closing located at building entrance public hall 1st,Bushwick North,220 LINDEN STREET,367,3033340001,4,M,,220,LINDEN,STREET,11221,348,BUSHWICK II CDA (GROUP E),7/18/19,BROOKLYN,276,both,both
76,60325,5368035,EO07581,3043770001,809354,3,881,SCHENCK AVENUE,BROOKLYN,,Standing Building,GC,Landlord Complied,250.25,9/19/23,0,9/22/23,,,TRUE,,,install hinges to make door self-closing at 6th story fire door. total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046; 6132; 613,East New York-New Lots,881 SCHENCK AVENUE,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
77,60509,5260330,EM25304,3034030001,290845,3,595,EVERGREEN AVENUE,BROOKLYN,2D,Standing Building,GC,OMO Completed,75,5/24/22,0,8/31/22,,,FALSE,,,"at apt #2d as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. install total of o",Bushwick (East),595 EVERGREEN AVENUE,306,3034030001,3,M,,595,EVERGREEN,AVENUE,11207,314,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
78,61145,5200168,EM06445,4160020001,637117,4,56-10,BEACH CHANNEL DRIVE,QUEENS,1C,Standing Building,GC,OMO Completed,250,9/27/21,0,12/13/21,,,FALSE,,,division nyc - ''essential hpd emergency operations service work'' install hinges to make door self-closing arrange and make self-closing the doo,Hammels-Arverne-Edgemere,56-10 BEACH CHANNEL DRIVE,965,4160020001,18,M,,56-10,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
79,62044,5540285,EQ03158,3040290001,808609,3,418,JEROME STREET,BROOKLYN,,Standing Building,GC,,"2,345",8/5/25,0,8/14/25,,,FALSE,,,"location : at vestibule door at public hall, 1st story nyc hpd emergency operations division  essential service work- install new fire rated do",East New York (North),418 JEROME STREET,110,3040290001,2,M,,418,JEROME,STREET,11207,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,both
80,63021,5340228,EN28578,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,40,6/2/23,0,6/7/23,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Fordham Heights,365 EAST 183 STREET,1194,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
81,63022,5340228,EN28578,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,40,6/2/23,0,6/7/23,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Fordham Heights,365 EAST 183 STREET,1196,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
82,63023,5340228,EN28578,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,40,6/2/23,0,6/7/23,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Fordham Heights,365 EAST 183 STREET,1198,2031430155,1,M,EAST,365,183,STREET,10458,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
83,63732,5200293,EM06460,4160020001,637117,4,56-10,BEACH CHANNEL DRIVE,QUEENS,2B,Standing Building,GC,OMO Completed,250,9/27/21,0,12/21/21,,,FALSE,,,division nyc - ''essential hpd emergency operations service work'' install hinges to make door self-closing arrange and make self-closing the door,Hammels-Arverne-Edgemere,56-10 BEACH CHANNEL DRIVE,965,4160020001,18,M,,56-10,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
84,63901,5318701,EN19388,3043930001,808023,3,215,COZINE AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,690,2/9/23,0,3/2/23,,,FALSE,,,"make all necessary repairs to door and also to replace broken/defective mortise lock with new mortise lock, to make door self close and latch at at",East New York-New Lots,215 COZINE AVENUE,884,3043930001,14,M,,215,COZINE,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
85,64455,5235048,EM17416,1021320114,43315,1,511,WEST 177 STREET,MANHATTAN,1F,Standing Building,GC,OMO Completed,295,2/16/22,0,2/17/22,,,FALSE,,,nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing arrange and make self-closing th,Washington Heights South,511 WEST 177 STREET,1225,1021320114,3,M,WEST,511,177,STREET,10033,1270,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
86,65045,5277791,EN04210,1019880031,5584,1,1504,AMSTERDAM AVENUE,MANHATTAN,2B,Standing Building,GC,Owner Refused Access,295,8/16/22,0,8/22/22,,,TRUE,,,"nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing at entrance located at apt 2b, 2nd sto",Manhattanville,1504 AMSTERDAM AVENUE,920,1019880031,3,M,,1504,AMSTERDAM,AVENUE,10031,959,MANHATTANVILLE REHAB (GROUP 2),11/30/20,MANHATTAN,46,both,both
87,65635,5221630,EM12396,1021320114,43315,1,511,WEST 177 STREET,MANHATTAN,3E,Standing Building,GC,No Access,50,12/13/21,0,3/16/22,,,TRUE,,,at apt #3e provide and install new window guards as required throughout entire apartment. remove all works related debris. note: contract,Washington Heights South,511 WEST 177 STREET,1225,1021320114,3,M,WEST,511,177,STREET,10033,1270,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
88,65808,5430910,EO27814,3035110046,314185,3,602,HOWARD AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,220,4/5/24,0,5/9/24,,,TRUE,,,building entrance). adjust the door and make sure door self closing at (building entrance). total doors= (1) all work must be done as per hpd,Brownsville,602 HOWARD AVENUE,644,3035110046,4,M,,602,HOWARD,AVENUE,11212,683,HOWARD AVENUE,11/28/23,BROOKLYN,150,both,both
89,65972,5242250,EM19534,1021320110,43313,1,503,WEST 177 STREET,MANHATTAN,1C,Standing Building,GC,OMO Completed,333.87,3/14/22,0,3/16/22,,,FALSE,,,"install hinges to make door self-closing at the entrance located at apt 1c, 1st story, 1st apartment from east at south . total doors= (1) self-",Washington Heights South,503 WEST 177 STREET,1224,1021320110,2,M,WEST,503,177,STREET,10033,1269,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
90,66365,5195709,EM05804,4160020001,955148,4,56-16,BEACH CHANNEL DRIVE,QUEENS,1G,Standing Building,GC,OMO Completed,"3,490",9/17/21,0,9/22/21,,,FALSE,,,all work to be done under new york stae department of labor and all applicable rules and regulations: apt 1g bathroom: 1) demo & remove all mo,Hammels-Arverne-Edgemere,56-16 BEACH CHANNEL DRIVE,966,4160020001,19,M,,56-16,BEACH CHANNEL,DRIVE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
91,66950,5322129,EN20728,1020160060,3652,1,2621,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,Owner Refused Access,"2,490",2/27/23,0,3/2/23,,,TRUE,,,"make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with doo",Central Harlem North-Polo Grounds,2621 ADAM C POWELL BOULEVARD,595,1020160060,7,,,2621,ADAM C POWELL,BOULEVARD,10039,620,HARLEM RIVER,2/17/22,MANHATTAN,577,both,both
92,68346,5183930,EM04039,3033410001,837585,3,1260,GATES AVENUE,BROOKLYN,1A,Standing Building,GC,OMO Completed,250.25,8/25/21,0,9/24/21,,,FALSE,,,hpd emergency operations division nyc - '' essential service work '' install hinges to make door self-closing arrange and make self-closing the doors,Bushwick South,1260 GATES AVENUE,319,3033410001,32,M,,1260,GATES,AVENUE,11221,323,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
93,69985,5289348,EN09149,3043550001,807569,3,830,ASHFORD STREET,BROOKLYN,,Standing Building,GC,No Access,250.25,10/16/22,0,10/31/22,,,TRUE,,,*nyc hpd emergency operations division - ''essential service work'' * (1) metal door at building entrance: install new self closing door mechanism,East New York,830 ASHFORD STREET,282,3043550001,7,M,,830,ASHFORD,STREET,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
94,70132,5245671,EM20676,1021110041,43031,1,463,WEST 164 STREET,MANHATTAN,4C,Standing Building,GC,Landlord Complied,"1,400",3/25/22,0,4/2/22,,,TRUE,,,"at apt # 4c at room>>> north_2 [upper level] at ceiling: trace, locate and repair the water leak. properly repair the broken / loose pla",Washington Heights South,463 WEST 164 STREET,1232,1021110041,5,M,WEST,463,164,STREET,10032,1277,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),11/30/20,MANHATTAN,88,both,both
95,71435,5418696,EO24197,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,2C,Standing Building,PLUMB,OMO Completed,"3,470",2/27/24,0,3/16/24,,,FALSE,,,"nyc hpd emergency operations division  essential service work at apartment 2c, 1st apt from west at north, 2nd story: make all necessary re",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
96,71806,5298850,EN12376,3043970001,398078,3,270,WORTMAN AVENUE,BROOKLYN,6B,Standing Building,DELEAD,Landlord Complied,"5,151",11/22/22,0,1/20/23,,,FALSE,,,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York,270 WORTMAN AVENUE,887,3043970001,16,M,,270,WORTMAN,AVENUE,11207,926,LINDEN,12/28/21,BROOKLYN,1586,both,both
97,72288,5292546,EN10289,1019880031,5584,1,1504,AMSTERDAM AVENUE,MANHATTAN,2B,Standing Building,GC,No Access,333.87,10/27/22,0,10/31/22,,,TRUE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 2b, 2nd story,",Manhattanville,1504 AMSTERDAM AVENUE,920,1019880031,3,M,,1504,AMSTERDAM,AVENUE,10031,959,MANHATTANVILLE REHAB (GROUP 2),11/30/20,MANHATTAN,46,both,both
